Date,NIFTY NEXT 50,PAYTM,BAJAJHLDNG,HDFCAMC,BANDHANBNK,GAIL,BANKBARODA,PNB,SAIL,JUBLFOOD,MARICO,ADANITRANS,IOC,NMDC,LUPIN,SBICARD,NAUKRI,PEL,ZOMATO,ADANIGREEN,BIOCON,AMBUJACEM,DMART,HAVELLS,MUTHOOTFIN,DABUR,ZYDUSLIFE,BERGEPAINT,MCDOWELL-N,GLAND,PIIND,ICICIPRULI,DLF,ADANIENT,PIDILITIND,ICICIGI,BOSCHLTD,GODREJCP,VEDL,COLPAL,NYKAA,LTI,SIEMENS,TORNTPHARM,ACC,INDUSTOWER,INDIGO,PGHH,MINDTREE,CHOLAFIN,SRF
2022-04-03 15:56:17.962148,41754.1,570.0,5375.0,2287.0,320.1,162.0,116.0,36.35,102.0,2726.0,519.0,2440.0,121.95,166.3,763.45,870.0,4605.05,2232.7,84.0,1954.1,342.45,305.0,4080.0,1172.5,1353.0,545.0,353.85,710.3,900.3,3316.0,2855.55,507.05,385.0,2038.0,2480.2,1341.35,14575.9,754.25,405.9,1549.85,1697.2,6175.0,2368.8,2791.9,2150.0,221.45,2000.15,14302.0,4243.3,706.9,2625.8
2022-04-03 15:57:18.136149,41754.1,570.0,5375.0,2287.0,320.1,162.0,116.0,36.35,102.0,2726.0,519.0,2440.0,121.95,166.3,763.45,870.0,4605.05,2232.7,84.0,1954.1,342.45,305.0,4080.0,1172.5,1353.0,545.0,353.85,710.3,900.3,3316.0,2855.55,507.05,385.0,2038.0,2480.2,1341.35,14575.9,754.25,405.9,1549.85,1697.2,6175.0,2368.8,2791.9,2150.0,221.45,2000.15,14302.0,4243.3,706.9,2625.8
